Unit Number,Notes,Model,Serial Number
SMRS 1,,UNKNOWN,
SMRS 1,,ML,
SMRS 1,,UNKNOWN,
SMRS 2,,45Tonner,
SMRS 3,Ex-Charlotte Southern/Dansville & Mount Morris 1. Last 44 Tonner built.,44Tonner,32664
SMRS 10,,44Tonner,15122
SMRS 75,,45Tonner,
SMRS 77,Ex-SLSF 302,SW7,10184
SMRS 275,"GMDH-3, Diesel Hydraulic",Unknown,A1813
SMRS 2022,Ex-DuPont 2/Dupont Canada 1/Bell Asbestos Mines 1. Built 4/1952.,45Tonner,31300
