Unit Number,Notes,Model,Serial Number
MWAX,Ex-USAF,44Tonner,31818
MWAX 213,,B23-7,41679
MWAX 425,Ex-BNSF,B23-7,42933
MWAX 427,,B23-7,44093
MWAX 428,Former BNSF 4235,B23-7,42424
MWAX 7773,,B36-7,42787
