Unit Number,Notes,Model,Serial Number
UTLX,Ex-General Motors,16 Ton JLB,262
UTLX 263,,SW1200,
UTLX 1032,,25 Tonner,
UTLX 1453,rebuilt SSB1200?,SW900,23404
UTLX 2524,"11/51, Union Tank Car Co. 2524 - Ville Platte, LA, nee-Union Tank Car Co. 2",45Tonner,31017
UTLX 12227,Ex-DLW,SW1,1051
UTLX 25111,,65Tonner,
UTLX 25211,,45Tonner,
