Unit Number,Notes,Model,Serial Number
GLCX 320,Ex-Soo,SW1,907
GLCX 2001,,GP20C,26576
GLCX 2003,,GP20C,
GLCX 2004,Ex-GN,GP20C,25700
GLCX 2005,ex-GN 2035 reblt to BN 2005,GP20C,26293
GLCX 2007,Ex-GN,GP20C,26303
GLCX 2008,"ex-CBQ 906, reblt to BN GP20C 2008",GP20C,26577
