Unit Number,Notes,Model,Serial Number
AKS B85,,SW900,
AKS B87,SW1500,SW1500,
AKS 921,"ex-ASCX 1207, note headlight #",SW900,27922
AKS 1216,ex-ASCX 705,SW1500,73667-1
AKS 1217,SW1001,SW1001,
AKS 1218,NEE ASCX 1-18-40 BLT 6/82,SW1001,816039
AKS 1220,,SW1500,
AKS 1221,,SW1500,
AKS 1222,,SW1500,
AKS 1223,,SW1001,
AKS 1224,,SW1001,
AKS 1272,Ex-INLX,SW1200,25353
AKS 1273,Ex-INLX,SW1200,25914
