Unit Number,Notes,Model,Serial Number
CTVX 60,ex-IC,E9AM,14084
CTVX 61,ex-PRR,E9AM,15658
CTVX 62,ex-PRR,E9AM,13118
CTVX 123,ex-OIMX,RS3,78067
CTVX 708,,UNKNOWN,16951
CTVX 708,,SW9,16951
CTVX 4258,,E8A,15663
