Unit Number,Notes,Model,Serial Number
ALX 183,"Alex, Ex Alex Arriva",ES 64 F4,
ALX 183BR,,UNKNOWN,
ALX 868,"traded to Alco 12/18/68, scrapped",FA2,78352
