Unit Number,Notes,Model,Serial Number
STSX,,25 Tonner,
STSX,,25 Tonner,
STSX no,,45Tonner,
STSX 2,ex-Weirton Steel 97,45Tonner,31801
STSX 179,Blt. 12/1941,NW3,892
STSX 8110,ex-GTW 794/8110,S2,74489
STSX 8564,Ex-PRR 9404,SW1,11198
