Unit Number,Notes,Model,Serial Number
EWSX PK,,UNKNOWN,
EWSX 1,GE 50Tonner; Built 2/1942,50Tonner,15144
EWSX 2,GE 45Tonner; Built 5/1956,45Tonner,32537
EWSX 27,,UNKNOWN,
