Unit Number,Notes,Model,Serial Number
FGCX 100,ex-US Navy 65-00345,44Tonner,31872
FGCX 204,,CF7,9599
FGCX 904,Built for Ontario Northland 6/,NPCU,A384
FGCX 1633,ex-NYC 8277,RS3,78914
FGCX 1822,ex-USAX 1822,GP7,15692
FGCX 1835,ex-USAX 1835 blt with switcher trucks,GP7,15705
FGCX 8604,ex-PRR 8604,RS3,81840
