Unit Number,Notes,Model,Serial Number
CNDX 838,ex-AMTK,P40DC,47306
CNDX 2002,ex-NH,FL9,21951
CNDX 2006,ex-NH,FL9,21972
CNDX 2014,ex-NH,FL9,21987
CNDX 2023,ex-NH,FL9,22003
CNDX 6690,ex-SP,F7A,18157
CNDX 6691,ex-TNO,F7A,18358
CNDX 6694,GP-40-2PH,GP40PH-2,38485
CNDX 6698,GP-40-2PH,GP40PH-2,33063
CNDX 6699,,GP40PH-2,33071
CNDX 6705,,P42DC,
