Unit Number,Notes,Model,Serial Number
GKLX 93,,S2,
GKLX 94,blt 7/49; acq  in 94; ex-Green,70Tonner,30185
GKLX 95,ex-SP 1424/1952/1324,NW2R,7315
GKLX 99,,S2M,
GKLX 103,,NW2R,
