Unit Number,Notes,Model,Serial Number
MALX 1,Preserved at Kentucky Railroad Museum,100Tonner,37387
MALX 322,,SD35,
MALX 466,ex-CRI&P,GP7,17602
MALX 512,Ex-ATSF,CF7,8716
MALX 523,Ex-ATSF,CF7,18927
MALX 675,,GP9,24827
MALX 1001,,S4,
MALX 1330,Ex Monon 513/L&N 1330,C420,3490-07
MALX 1501,,GP7,18521
MALX 1689,ex-CNW,RSD5,80861
MALX 2608,"Ex-RPRX, built from an ex PAL GP10",GG20B,20154
MALX 3829,ex-ATSF,GP7u,18889
MALX 4111,Ex-CN 4111,GP9RM,A1683
MALX 6128,ex-IC,SD40-2,756072-30
