Unit Number,Notes,Model,Serial Number
NISX 201,"Ex GCW, to RLCX, to MWLX.",SW1,17564
NISX 1992,,SW900,
NISX 2584,"ex-ATSF 277C/2584, ex-AMTK 594",CF7,18928
