Unit Number,Notes,Model,Serial Number
BWCX NANCY,"Berwind-White's ""Nancy""; 1918-1967.",0-4-0T,2826
BWCX 2826,"""Nancy""",0-4-0T,
BWCX 9328,"PRR Class GS-4; #9328; sold to Berwind-White in Hollidaysburg, PA.",44Tonner,29961
BWCX 39-502,Built for San Antonio Ordnance Depot in 1941 as 1.,65 Tonner,4385
