Unit Number,Notes,Model,Serial Number
OHFX 1250,Has been sold to Rocky Mountain Railcar at the Utah Industrial Depot.,RS-4-TC,61205
OHFX 1258,ex-USAX 1258,RS-4-TC,61213
OHFX 4026,ex-USAX,RS-4-TC,61256
