Unit Number,Notes,Model,Serial Number
HKGX 1850,"Ex-SWP 2008 ,NRX 8725. IC 8725 .ICG 8725 UP 122(1st)  UP22(1st)",GP11,18713
HKGX 2002,EX DT&I,SD38,34865
HKGX 2005,EX DT&I *Scrapped*,SD38,34863
HKGX 3549,ex NS 3549,SD40-2,A3793
HKGX 3927,ex-SOU,U23B,39633
HKGX 6164,ex NS 6141,SD40-2,776086-26
