Unit Number,Notes,Model,Serial Number
GALX 97,"ex USAX 5050 Porter 0-6-0T, blt 7/1943",0-6-0,7593
GALX 479,blt 4/53 as IC GP7 8979,GP8,17738
GALX 7161,De-turboed Ex.BN SD40-2.,SD38-2,
