Unit Number,Notes,Model,Serial Number
OWTX 9950,"To BCOL, to ASDX.",SD40-2,786246-1
OWTX 9951,"To BCOL, to DME.",SD40-2,786246-2
OWTX 9952,"To BCOL, to DME, to MQT.",SD40-2,786246-3
OWTX 9953,To BCOL.,SD40-2,786246-4
OWTX 9954,"To BCOL, to ASDX.",SD40-2,786246-5
OWTX 9955,"To BCOL, to GECX.",SD40-2,786246-6
OWTX 9956,"To BCOL, to GECX, to ICE, to RCPE.",SD40-2,786246-7
OWTX 9957,To BCOL.,SD40-2,786246-8
