Unit Number,Notes,Model,Serial Number
TVAX F3061,,S1,
TVAX 4601,"ex-ICG 8339, USAX 4601",GP10,23843
TVAX 4602,Former USAX 4602,GP10,28281
TVAX F6102,ex-NOPB,SW1000,37389
