Unit Number,Notes,Model,Serial Number
UTCX 1301,,44Tonner,
UTCX 1302,,80Tonner,30006
UTCX 1303,,65Tonner,15889
UTCX 1510,ex-PLE,GP7,14573
UTCX 1511,,GP7,17979
UTCX 1816,"ex-SAL 1718, ex-CSX 1816. Sold to PREX",GP16,11594
