Unit Number,Notes,Model,Serial Number
TMLX 175,"Ex-CGCX, exx-BN, nee-NP #175 (2nd)",SW1200,24039
TMLX 185,"Ex-CGCX, exx-BN, nee-NP #126 (2nd)",SW1200,20335
TMLX 219,"Ex-CGCX, exx-BN, nee-NP #160 (2nd), to yard slug #219S",SW1200,22762
TMLX 219S,"Ex-SW1200 #219, exx-CGCX, exxx-BN, nee-NP #160 (2nd)",Yard Slug,22762
TMLX 1611,"Ex-BNSF #1611 (1st), exx-BN #1816, nee-GN #664",GP9,19349
