Unit Number,Notes,Model,Serial Number
FMIX 49,Ex-PHDX,GP38AC,33072
FMIX 50,Ex-PHDX,GP38,33073
FMIX 51,Ex-PHDX,GP38,33074
FMIX 53,,GP38,37375
FMIX 55,Ex-PHDX,GP39-2,756116-2
FMIX 56,Ex-PHDX,GP38-2,756116-3
FMIX 57,Ex-PHDX,GP38-2,756116-1
FMIX 58,Ex-PHDX,GP38-2,816026-1
FMIX 59,,UNKNOWN,
FMIX 59,Ex-DRGW,GP38-2,32886
FMIX 1503,"02/49, Demonstrator, sold to LIRR, upgraded to 1600hp",H-15-44,15L14
FMIX 4802,Sold 4/51 to NH 0791,CPA24-5,24L274
