Unit Number,Notes,Model,Serial Number
SCOX 1166,ex-UP 1166,S4,81388
SCOX 1309,blt 12/50 as IC SW7 9429,SW1300,11677
SCOX 1608,blt 9/52 as ATSF 2768,GP7u,16995
SCOX 5001,Ex-CP,GP30,A2007
SCOX 5002,,SD18,27600
SCOX 5003,built 5/51 as ACL 193,GP16,13873
SCOX 5004,Ex-CN,GP9RM,A808
SCOX 5005,,GP7,15806
SCOX 5005,,UNKNOWN,15806
SCOX 5006,SOU SD24 6309,SD18M,25658
