Unit Number,Notes,Model,Serial Number
HRCX,,25 Tonner,
HRCX GE,"Hoosier Railcar Switcher, no #",25 Tonner,
HRCX PLYMOUTH,"Hoosier Railcar Switcher, no #",25 Tonner,
HRCX 5,"Hawaii Railway #5, 3' gauge",2-4-2T,
