Unit Number,Notes,Model,Serial Number
RRCX 1015,x CP 1015 Yard Slug,Yard Slug,A673
RRCX 1602,x CP 1602,GP9u,
RRCX 8166,,SW1200RSm,A1912
RRCX 8166,,SW1200RS,A1912
