Unit Number,Notes,Model,Serial Number
STBX 203,"Ex CW, to NWRI.",SW8,15739
STBX 210,Ex CW.,SW8,15940
STBX 211,Ex CW.,SW8,15941
STBX 3075,blt 3/66 as PRR SD40 6101,SD40-2,31346
STBX 3114,Ex-CEFX,SD40M-2,32808
STBX 3128,,SD40M-2,32789
STBX 3139,,SD40M-2,32795
STBX 3151,,SD40M-2,32777
STBX 4500,,GP40M-2,32356
STBX 4501,,GP40M,32361
STBX 4504,,GP39M,35093
