Unit Number,Notes,Model,Serial Number
CEIX 6,0-6-0F blt by Heisler in 1937,0-8-0F,39
CEIX 100,"To UP 1971,2390,890",GP38-2,756112-1
CEIX 101,"To UP 1972,2391",GP38-2,756112-2
CEIX 102,"To UP 2392,892",GP38-2,756112-3
CEIX 103,To UP 2393,GP38-2,756112-4
CEIX 104,"To UP 1975,2394,894",GP38-2,756112-5
CEIX 105,To UP 2395,GP38-2,756112-6
CEIX 106,"To UP 2396,896",GP38-2,756112-7
CEIX 107,"To UP 2397,897",GP38-2,756112-8
CEIX 108,"To UP, to GMTX.",GP38-2,756112-9
