Unit Number,Notes,Model,Serial Number
GENX SW1,,SW1,
GENX 200,ex-RSP,SW8,18618
GENX 3604,"Ex-NS, Exx-CR, Scrapped",B36-7,44259
GENX 3609,"Ex-NS, Exx-CR, Scrapped",B36-7,44272
