Unit Number,Notes,Model,Serial Number
PRLX 6768,"Ex NS, nee CR.",SD60M,916246-11
PRLX 6770,,SD60M,916246-14
PRLX 6773,"Ex-NS, nee CR; Sold to Progress Rail 10/2019",SD60M,916246-20
PRLX 6774,Ex-BN,SD40-2,766024-2
PRLX 6777,"Ex-NS, nee CR; Sold to Progress Rail 10/2019",SD60M,916246-27
PRLX 6778,Texas Materials Sudduth plant switcher. Wrecked,SD60M,916246-28
PRLX 6791,"Ex-NS, nee CR; Sold to Progress Rail 10/2019",SD60M,936400-6
PRLX 6793,"Ex-NS, nee CR; Sold to Progress Rail 10/2019",SD60M,936400-9
PRLX 6799,,SD60M,936400-19
PRLX 6811,Texas Materials Sudduth plant switcher. Wrecked,SD60M,887033-5
PRLX 6924,Ex-WM,GP40-2,787172-1
PRLX 7003,Ex-CN 7003. Sold to CLNA,GP9RM,A837
PRLX 7048,Ex-CN 7048. Sold to CLNA,GP9RM,A844
PRLX 7063,"Ex CN, to PMRR, to FCEN.",GP9RM,A1671
PRLX 7079,ex-CN. Sold to NPR,GP9RM,A1533
PRLX 7205,Ex-CN,GP9RM,A986
PRLX 7231,,SD70ACU,936449-2
PRLX 7238,,SD70ACU,936449-9
PRLX 7239,,SD70ACU,936449-10
PRLX 7241,,SD70ACU,
PRLX 7250,,SD70ACU,936449-22
PRLX 7251,,SD70ACU,
PRLX 7259,,SD70ACU,
PRLX 7264,,SD70ACU,956613-12
PRLX 7271,,SD70ACU,
PRLX 7280,,SD70ACU,956613-28
PRLX 7288,,SD70ACU,
PRLX 7293,,SD70ACU,956613-41
PRLX 7307,,SD70ACU,
PRLX 7311,,SD70ACU,966714-79
PRLX 7317,,SD70ACU,976800-13
PRLX 7319,,SD70ACU,976800-69
PRLX 7321,,SD70ACU,
PRLX 7323,,PR43C,
PRLX 7324,,SD70ACU,976800-46
PRLX 7327,,SD70ACU,
PRLX 7331,,SD70ACU,986927-19
PRLX 7803,Ex-C&S,SD40-2,766024-12
PRLX 7805,ex-CS,SD40-2,766024-14
PRLX 7846,Ex-BN 7846,SD40-2,776057-27
PRLX 7847,Ex-BN 7847,SD40-2,776057-28
PRLX 7851,Ex-BN 7851,SD40-2,766057-32
PRLX 7864,Ex-BN 7864,SD40-2,786001-9
PRLX 7905,,SD40T-2,786174-68
PRLX 7913,Ex-BN 7913,SD40-2,786173-86
PRLX 8080,,SD80ACe,
PRLX 8105,"SW1200RS  (GMD A-1485, 6/58, C-249, ex-RMPX 8105, nee-CP 8105)",SW1200,A1485
PRLX 8119,Ex-BN,SD60M,887033-20
PRLX 8120,"Ex-FURX, Exx-BNSF, Exxx-BN",SD40-2,786256-31
PRLX 8122,Ex-BN,SD60M,887033-23
PRLX 8123,Ex-BN,SD60M,887033-24
PRLX 8124,Ex-BN,SD60M,887033-25
PRLX 8134,Ex-BN,SD60M,887033-35
PRLX 8136,Ex-BN,SD60M,887003-39
PRLX 8139,Ex-BN,SD60M,887033-40
PRLX 8140,,SD60M,887033-41
PRLX 8141,Ex-BN,SD60M,887033-42
PRLX 8142,Ex-BN,SD60M,887033-43
PRLX 8144,Ex-BN,SD60M,887033-45
PRLX 8147,Ex-BN,SD60M,887033-48
PRLX 8148,Ex-BN,SD60M,887033-49
PRLX 8149,Ex-BN,SD60M,887033-50
PRLX 8231,"Ex-LTEX, Exx-SP",SD40T-2,786265-2
PRLX 8318,"Ex-LTEX, Exx-UP, Exxx-SP",SD40T-2,776069-12
PRLX 8386,"Ex-NREX, Exx-SP",SD40T-2,786201-10
PRLX 8391,"Ex-NREX, Exx-SP",SD40T-2,786201-15
PRLX 8500,ex-UP,SD90MAC-H,956626-1
PRLX 8523,"Ex-EMLX, Exx-UP",SD90MAC-H2,976833-2
PRLX 8524,"Ex-EMLX, Exx-UP",SD90MAC-H2,976833-3
PRLX 8525,ex-UP,SD90MAC-H2,976833-4
PRLX 8526,,SD90MAC-H2,976833-5
PRLX 8530,ex-UP,SD90MAC-H2,976833-9
PRLX 8531,"Ex-EMLX, Exx-UP",SD90MAC-H2,976833-10
PRLX 8532,"Ex-EMLX, Exx-UP",SD90MAC-H2,976833-11
PRLX 8533,"Ex-EMLX, Exx-UP",SD90MAC-H2,976833-12
PRLX 8534,ex-UP,SD90MAC-H2,976833-13
PRLX 8535,ex-UP,SD90MAC-H2,976833-14
PRLX 8536,,SD90MAC-H2,976833-15
PRLX 8537,ex-UP,SD90MAC-H2,976833-16
PRLX 8538,ex-UP,SD90MAC-H2,976833-17
PRLX 8540,"Ex-EMLX, Exx-UP",SD90MAC-H2,976833-19
PRLX 8542,ex UP,SD90MAC-H2,
PRLX 8543,ex-UP,SD90MAC-H2,976833-22
PRLX 8546,ex-UP,SD90MAC-H2,976833-25
PRLX 8547,,SD90MAC-H2,976833-26
PRLX 8548,ex-UP,SD90MAC-H2,976833-27
PRLX 8550,ex-UP,SD90MAC-H2,976833-29
PRLX 8552,ex-UP,SD90MAC-H2,976833-31
PRLX 8553,"Ex-EMLX, Exx-UP",SD90MAC-H2,976833-32
PRLX 8553,,SD40-2,
PRLX 8555,ex-UP,SD90MAC-H2,976833-34
PRLX 8556,ex-UP,SD90MAC-H2,976833-35
PRLX 8557,ex-UP,SD90MAC-H2,976833-36
PRLX 8559,"Ex-EMLX, Exx-UP. Sold to CECX, to KLWX",SD90MAC-H2,976833-38
PRLX 8560,ex-UP,SD90MAC-H2,976833-39
PRLX 8560,,SD40-2,
PRLX 8561,ex-UP,SD90MAC-H2,976833-40
PRLX 8802,ex-BO. Sold to HSRX,GP38,34841
PRLX 8854,"Ex-LTEX, Exx-UP, Exxx-SP",SD40T-2,786265-19
PRLX 8902,,SD70AH-T4,20176590-003
PRLX 8903,,SD70AH-T4,20176590-004
PRLX 8905,,SD70AH-T4,20176590-006
PRLX 8907,,SD70AH-T4,20176590-008
PRLX 8908,,SD70AH-T4,20176590-009
PRLX 8909,,SD70AH-T4,20176590-010
PRLX 8909,,SD70AH-T4,20176590-010
PRLX 8935,"Ex-LTEX, Exx-UP, Exxx-MP",SD40-2,73648-14
PRLX 8971,,SD40-2,786178-3
PRLX 9315,,SW1200,28412
PRLX 9365,,SW1200,21167
PRLX 9424,ex-IC,GP18,28287
PRLX 9493,ex-CN,GP40-2LW,A3071
PRLX 9551,"Ex BNSF, nee BN.",SD70MAC,946555-10
PRLX 9552,"Ex BNSF, nee BN.",SD70MAC,946555-11
PRLX 9553,"Ex BNSF, nee BN.",SD70MAC,946555-12
PRLX 9554,"Ex BNSF, nee BN.",SD70MAC,946555-13
PRLX 9555,"Ex BNSF, nee BN.",SD70MAC,946555-14
PRLX 9556,"Ex BNSF, nee BN.",SD70MAC,946555-15
PRLX 9557,"Ex BNSF, nee BN.",SD70MAC,946555-16
PRLX 9558,"Ex BNSF, nee BN.",SD70MAC,946555-17
PRLX 9559,"Ex BNSF, nee BN.",SD70MAC,946555-18
PRLX 9560,"Ex BNSF, nee BN.",SD70MAC,946555-19
PRLX 9561,"Ex BNSF, nee BN.",SD70MAC,946555-20
PRLX 9562,"Ex BNSF, nee BN.",SD70MAC,946555-21
PRLX 9563,"Ex BNSF, nee BN.",SD70MAC,946555-22
PRLX 9564,"Ex BNSF, nee BN.",SD70MAC,946555-23
PRLX 9574,,C36-7,
PRLX 9619,"ex cn9619. Sold to SSRX, to PNLX",GP40-2LW,A3254
PRLX 9669,"Ex CN 9669, Nee Go Transit 701",GP40-2LW,A2939
PRLX 9670,"Ex-CN 9670, Exx-Go Transit 702",GP40-2LW,A2940
PRLX 9678,Invalid Entry,GP40-2LW,Invalid Entry
PRLX 9912,Sold to LOSC,SD40-2,75616-3
PRLX 9917,"nee MP 3212, UP 4212, UP 9917, PRLX 9917",SD40-2,75616-11
PRLX 23010,Ex Texas Utilities,U23B,41530
PRLX 23019,"Ex-NREX, Exx-UP, Exxx-C&NW",SD50,847049-20
PRLX 23021,Renumbered from 5470,SD50,857080-18
PRLX 100020,,SD40-3,33919
