Unit Number,Notes,Model,Serial Number
KPLX,No Number,45 Tonner,
KPLX 76,"ex KPLX 2128, ex SP 2128, ex SP1494",S12,75776
KPLX 530,"Ex CHROME, nee CRIP, to MWLX, to DJJX, to MWLX.",SW1,1679
KPLX 824,"Ex CR, ex PC, nee NYC, to MWLX.",SW1,817
KPLX 1026,"ex PCCX 1026, ex Kaiser Steel/Eagle Mtn 1010B",DRS6-6-1500,74751
KPLX 2128,"ex SP 2128, ex SP 1494",S12,75776
