Unit Number,Notes,Model,Serial Number
SDWZ WG1,,SD7R,18224
SDWZ WG2,,SD7R,17408
SDWZ 200,blt 2/51 as AT&SF F7A 245L,CF7,13713
SDWZ 300,,CF7,13713
SDWZ 306,,CF7,8717
SDWZ 865,,SW1,904
SDWZ 9414,,SW7,
SDWZ 9419,ex-BO 644/9419,SW900,20403
SDWZ 9525,ex-BO 573/9525,NW2,6696
SDWZ 9545,ex-BO 553/9544,NW2,6676
