Unit Number,Notes,Model,Serial Number
MAXX 1199,,G8,
MAXX 4369,,UNKNOWN,
MAXX 4444,,G12,
MAXX 4663,,G12,
MAXX 4945,,G12,
MAXX 4951,,G12,
