Unit Number,Notes,Model,Serial Number
LAFX,Ex-Keokuk Electro-Metals,50Tonner,31532
LAFX 20,,SW1200,
LAFX 20,,SW1200,
LAFX 1749,Ex-IC,GP10,20797
LAFX 1951,"ex-NP 334, ex-BN 1919",GP9,22737
LAFX 2391,Sold to HZRX,U30B,
LAFX 7172,,65Tonner,
LAFX 67442,"Ex 7180-USAF, 7180 USN 65-00517, Cargill 5, OCI #1, LAFX 2",65Tonner,17883
