Unit Number,Notes,Model,Serial Number
QTS 2,10/1967 4520-02,SW1500,33284
QTS 1464,Ex-IC. Sold to OMLX,SW14,14361
QTS 1478,Ex-IC. Sold to OMLX,SW14,14364
