Unit Number,Notes,Model,Serial Number
BARX 1,"ex-National Cash Register, Dayton, OH",45Tonner,33933
BARX 102,,S1,69596
BARX T724,ex-USAX 7876,65Tonner,17862
BARX 1004,"Ex WAMX, ex MWLX, ex NREX, ex BNSF, nee ATSF.",GP7u,18555
BARX 1308,unknown model,GP7,
BARX 1333,,GP7u,16375
BARX 3821,Ex-ATSF,GP7u,18896
BARX 3821,,GP9,
BARX 4126,blt 12/52 as CRI&P 1292,GP7,17623
BARX 4331,Ex-CNW,GP7R,14296
BARX 9600,ex B&OCT 9600,SW9,15886
