Unit Number,Notes,Model,Serial Number
GSSX 604,Ex-EJE,HH660,69234
GSSX 895,,SW1200,
GSSX 913,,SW1200,
GSSX 919,,UNKNOWN,
GSSX 923,,NW2R,
GSSX 9004,ex-BO 9004,S4,80958
