Unit Number,Notes,Model,Serial Number
BGSX 230,"SW1200 Ex-BN, Ex-CBQ",SW9,20544
BGSX 1231,Ex-CN,SW1200RS,A858
BGSX 1242,Ex-CN,SW1200RS,A869
BGSX 1417,Ex-GN,GP10,11043
