Unit Number,Notes,Model,Serial Number
SECX 200,ex-BO 476 > 9020 > SECX 200 > DLX > KY Processing,S2,70249
SECX 500,,S3,
SECX 2002,,GP20,26063
SECX 2004,"Sold to ARZC, to NREX, to CLC, to LTEX, to MGRI",GP20,26046
SECX 2006,,GP20,26047
SECX 2008,no such number,GP20,
SECX 3820,,GP38-2,72689-4
SECX 3821,,GP38-2,786237-1
SECX 3822,,GP38-2,786237-2
SECX 3823,,GP38-2,786237-3
