Unit Number,Notes,Model,Serial Number
DOWX 90,,80Tonner,
DOWX 1003,Dec80,SW1001,796375-3
DOWX 1004,ex-SP 1070/1237,S6,81811
DOWX 1007,,SW1200,29803
DOWX 1009,"To LOSX, to GMTX.",SW1001,806039-2
DOWX 1010,ex- 4635/1271,S6,81422
