Unit Number,Notes,Model,Serial Number
NSMX 662,"nee CN 5082 SD40, GCFX 6074, WC 6944, NSMX 662",SD40-3,A2341
NSMX 671,ex CSXT  4833; ex PRLX 4833,SD70ACe,20036520-3
NSMX 672,ex CSXT  4839; ex PRLX 4839,SD70ACe,20036520-9
NSMX 673,,SD70ACe,20036520-8
NSMX 674,,SD70ACe,20036520-18
NSMX 675,Ex-PRLX. Exx-CSX,SD70ACe,
