Unit Number,Notes,Model,Serial Number
SIMX 1183,Ex-SP,SW1500,4608-72
SIMX 1206,Ex-SP,SW1500,4608-49
SIMX 1221,Ex-SP,SW1500,4608-83
SIMX 1515,Ex-CRIP,SW1500,31748
SIMX 3100,Ex-MP,SD40-2,766005-3
