Unit Number,Notes,Model,Serial Number
BMIX 1,ex-MILW,SW1,1181
BMIX 2,Ex-MILW 1626/971/943/874,SW1,1179
BMIX 3,Ex-MILW,SW1,1181
BMIX 109,"ex-PBR, SH 109, DLW 426. Sold to DL",SC,517
