Unit Number,Notes,Model,Serial Number
SCCX 3,,SW8,16353
SCCX 2598,ex-SOU,GP30,28568
SCCX 721001,"blt 1/58 as Alcoa 721001. On display as Canadian Pacific 7009 at Nelson, BC",H-16-66,16L1159
