Unit Number,Notes,Model,Serial Number
WFAX 1,,SD40-3,34775
WFAX 601,"Rebuilt by Morrison-Knudson, D",SD40-3,34775
WFAX 602,ex-BO 7498/7598,SD40-3,34776
WFAX 603,,SD40-3,34777
