Unit Number,Notes,Model,Serial Number
GASX 11,,SW1200,19530
GASX 26,Ex-OMIX,SW1200,23784
GASX 217,,SW1200,
GASX 308,,SW1200,
GASX 1678,Ex-BRC,SW1200,28348
GASX 1678,Ex-PPU,SW1200,30307
GASX 2286,,2GS14B,
GASX 2287,,2GS14B,
GASX 2288,,2GS14B,
