Unit Number,Notes,Model,Serial Number
PPLX 1,,0-6-0,
PPLX 2,0-6-0F,0-6-0T,
PPLX 36,Sold to SVTX,SW900,
PPLX L37,,SW14,
PPLX 101,"Remote Engine, ex-Minnesota Transfer 101",S4,78797
PPLX L-947,,UNKNOWN,
PPLX 2102,,SW1001,34441
PPLX 4093,"Porter, fireless cooker, 8/1943",0-6-0,7442
PPLX 4094-D,Built in 1939 by Heiser and is fireless,0-8-0F,
PPLX 4094D,Heisler 0-8-0F 1940 Fire-less,0-8-0F,4094
PPLX 7767,,0-6-0,
