Unit Number,Notes,Model,Serial Number
GRCX 10,California State Railroad Museum excursion locomotive.,0-6-0T,7461
GRCX 2000,,MP15,
GRCX 3009,Abandoned In Place at the Granite Rock Mine,SW1000,
