Unit Number,Notes,Model,Serial Number
GRSX ----,,25 Tonner,
GRSX ?,,UNKNOWN,
GRSX 112,"Ex-ICE, Nee-SOO",GP9,20016
GRSX 3826,ex ATSF,GP7,18558
GRSX 9088,ex-BO 9088,S4,81870
GRSX 9476,nee PRR 8876,S3,78507
