Unit Number,Notes,Model,Serial Number
DLMX 1,Ex BCOL.,M420B,6088-08
DLMX 96,"UP 96, donated to Oregon Rail Heritage Foundation.",SW10,10773
DLMX 190,Painted NKP. Ex-ATSF 62L.,PA1,76541
DLMX 231,"Ex AMTK, to DYRX, to NSRM.",F40PHR,777001-2
DLMX 274,"Ex-GN, Ex-SNC",F7A,11066
DLMX 324,ex-UTAH 306 AKA NKP 324,RSD5,81696
DLMX 644,"Maersk Sealand Unit, ex NRMX, ex BNSF, ex ATSF, nee AMTK, to DYRX, to NSRM.",SDP40F,74611-65
DLMX 743,"Ex BN, to MCHX, to WSOR, to MRL.",F45,37167
DLMX 866,,FA1,78286
