Unit Number,Notes,Model,Serial Number
CWEX 3,ex-CDEGG,SW1,4492
CWEX 4,Built 11/1911,Steeplecab,60286-3515
CWEX 5,blt 1922 by BLW as CWEX 5,0-6-0,55626
CWEX 7,,0-6-0,
CWEX 10,,SW1,1453
CWEX 14,"To DBGX, to MWLX.",SW1,2864
CWEX 15,blt 9/50,SW1,10538
CWEX 16,ex-Lange Stegman Fertilizer/TRRA 1216,SW9,16841
