Unit Number,Notes,Model,Serial Number
HRSX 3001,"ex-WC 3024, ex-GWWR 3024, ex-CMNW 3024, ex-CMNW 3542, [UP 689], ex-WP 3540",GP40,37853
HRSX 3002,"Sold to CEFX, to CBFX",GP40,37852
HRSX 3003,"Built as Conrail #8247 in 9/78, ex-Belt Railway of Chicago #583",GP38-2,787147-24
HRSX 3004,,MP15DC,74668-5
HRSX 3005,,MP15DC,74791-5
HRSX 3006,,GP40,
HRSX 3007,Former NS.,GP38-2,72745-1
HRSX 3008,Former NS.,GP38-2,72745-9
HRSX 3009,,GP38,
