Unit Number,Notes,Model,Serial Number
ARRX 55,"ex-PRR 9396, ex PC/CR 8556. Sold to OCTR *Scrapped*",SW1,11190
ARRX 56,Ex-BAR,F3A,5180
ARRX 57,Ex-BAR,F3A,5174
ARRX 58,"Ex-BM, F7, Rebuilt to appear as an F3B",F7B,12383
ARRX 1111,"Ex-L&N 315, LI 603. Sold to ARHS, to DL",FA2,81087
