Unit Number,Notes,Model,Serial Number
LCEX,not verified,45Tonner,
LCEX,former Lone Star now Buzzi Uni,65Tonner,
LCEX NNO,,45Tonner,28383
LCEX NONBR,,50Tonner,29879
LCEX Star,,25 Tonner,28531
LCEX TRACKMOBIL,,UNKNOWN,
LCEX TRACKMOBIL,,UNKNOWN,
LCEX 25,Built 1942,25 Tonner,
LCEX 501,,SW900,19701
