Unit Number,Notes,Model,Serial Number
LMIC 32,"Ex-South Buffalo 32, Exx-SP 22",SW1200,30245
LMIC 36,Former SB 36,SW9,16557
LMIC 79,Ex-P&BR 134,SW1200,22272
LMIC 94,,SW1200,22083
LMIC 203,,SW1200,22903
LMIC 307,"new PLE 1539, WSX 307",SW1500,36838
LMIC 1208,Ex-CP,SW1200RSm,A1497
LMIC 8723,Ex-IC,GP11,18715
LMIC 8735,,GP11,23687
