Unit Number,Notes,Model,Serial Number
ACBX 103,Ex-BS 82,HH600,68788
ACBX 106,,MP15DC,
ACBX 107,ex-BRC 535. Sold to MVPX,MP15DC,796302-1
ACBX 108,,MP15,
