Unit Number,Notes,Model,Serial Number
SKTX 242,"Ex-AMTK. Sold to CN, to WAMX",F40PH,777001-13
SKTX 283,"Ex-AMTK. Sold to CN, to WAMX",F40PH,777063-4
SKTX 289,"Ex-AMTK. Sold to CN, to WAMX",F40PH,777063-10
