Unit Number,Notes,Model,Serial Number
RSIX 2310,,SW9,
RSIX 6978,,SD40-2,A2250
RSIX 6985,Ex-CN,SD40-2,A2271
RSIX 6986,,SD40-2,A2274
RSIX 6994,,SD40-2,A2318
