Unit Number,Notes,Model,Serial Number
DAKX 1,,B39-8,
DAKX 1,Ex RLCX/LMX 8517,B39-8,45426
DAKX 1,,B39-8,
DAKX 1,,B39-8,
DAKX 1,,B39-8,
DAKX 1,,B39-8,
DAKX 1,,B39-8,
DAKX 1,,B39-8,
DAKX 1,,B39-8,
DAKX 2,Ex RLCX/LMX 8528,B39-8,45437
DAKX 2,,B39-8E,
DAKX 2,,B39-8E,
DAKX 2,,B39-8E,
DAKX 2,,B39-8E,
DAKX 2,,B39-8E,
DAKX 2,,B39-8E,
DAKX 3,,B40-8,
DAKX 1001,"Ex-RMPX, Ex-IC, Ex-ICG",SW14,14387
