Unit Number,Notes,Model,Serial Number
JRSX,,RX500,
JRSX 142,"nee Republic Steel 304, JRS 142, scrapped 3/2012",SW1,14098
JRSX 1820,"Ex JRSX 160, ex SLGW D.S.7, ex BN 160, ex CBQ 9269.",SW9,13212
JRSX 2022,,SW1200,
JRSX 2044,ex EMD GP20	Built As:	SP 7232 (GP20),LEAF,27353
JRSX 4004,Ex-SP,RS32,84029
