Unit Number,Notes,Model,Serial Number
EFCX 606,"ex-Benson-Quinn 606, nee SAL 1450",DS44-1000,74889
EFCX 1001,ex-SSW 9373,SD40-2,74696-3
EFCX 1003,,SD40-2,
EFCX 1005,Ex-CN,SD40-2,A2353
EFCX 9341,,SW1200,
