Unit Number,Notes,Model,Serial Number
AAR 7,blt 12/44 as John Morrell Meat Packers 7,S1,72849
AAR X-100,AAR Rail Inspection Car; Power Unit.,UNKNOWN,
AAR X-101,AAR Rail Inspection Car; Test Unit.,UNKNOWN,
AAR X-104,AAR Rail Inspection Car; Test Unit.,UNKNOWN,
AAR 112,,UNKNOWN,
AAR X-201,AAR Rail Inspection Car; Power Unit.,UNKNOWN,
AAR X-202,AAR Rail Inspection Car; Test Unit.,UNKNOWN,
AAR 1551,,MP15DC,
AAR 2000,ex-HATX 407,GP40,31777
AAR 3013,,GP40,
