Unit Number,Notes,Model,Serial Number
FLNX 343,"Ex AMTK, to TTRX, to RPCX.",F40PH,796379-12
FLNX 400,,44Tonner,
FLNX 418,ex-AMTK,F40PHR,777107-16
FLNX 484,Rebuilt 2008,FL9,21975
FLNX 2001,,U28B,
FLNX 6955,,GP30M,27672
