Unit Number,Notes,Model,Serial Number
HTSX 952,,GP9,21576
HTSX 952,Ex-ATSF,GP9u,21576
HTSX 972,,GP9,23144
HTSX 972,Ex-ATSF,GP9u,23144
HTSX 3103,,F40PH,
HTSX 3104,,F40PH,
